Category	Term	Count	Percent	Fold	P-value	Bonferroni	FDR	miRNA
Disease	Carcinoma, Colon	73	0.23174603	1.89775437	NaN	0.00e+0	0.00e+0	hsa-mir-584,hsa-mir-186,hsa-mir-24-1,hsa-mir-522,hsa-mir-203a,hsa-mir-362,hsa-mir-9-1,hsa-mir-525,hsa-mir-18b,hsa-mir-6875,hsa-mir-224,hsa-mir-520g,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-129-1,hsa-mir-1295b,hsa-mir-146b,hsa-mir-130a,hsa-mir-5582,hsa-mir-885,hsa-mir-196b,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-138-1,hsa-mir-155,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-551a,hsa-mir-129-2,hsa-mir-335,hsa-mir-1915,hsa-mir-222,hsa-mir-378a,hsa-mir-18a,hsa-mir-219a-2,hsa-mir-4454,hsa-mir-92a-2,hsa-mir-150,hsa-mir-877,hsa-mir-532,hsa-mir-221,hsa-mir-106b,hsa-mir-301b,hsa-mir-3622a,hsa-mir-509-2,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-138-2,hsa-mir-512-2,hsa-mir-502,hsa-mir-455,hsa-mir-93,hsa-mir-520a,hsa-mir-590,hsa-mir-217,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-509-1,hsa-mir-31,hsa-mir-216a,hsa-mir-140,hsa-mir-1269a,hsa-mir-24-2,hsa-mir-223,hsa-mir-9-3,hsa-mir-197,hsa-mir-142,hsa-mir-19a,hsa-mir-378c,hsa-mir-219b
Disease	Carcinoma, Gastric	59	0.21454545	1.75689987	NaN	0.00e+0	0.00e+0	hsa-mir-186,hsa-mir-520b,hsa-mir-24-1,hsa-mir-203a,hsa-mir-362,hsa-mir-9-1,hsa-mir-224,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-129-1,hsa-mir-942,hsa-mir-500b,hsa-mir-146b,hsa-mir-130a,hsa-mir-196b,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-155,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-519a-2,hsa-mir-129-2,hsa-mir-335,hsa-mir-222,hsa-mir-378a,hsa-mir-18a,hsa-mir-219a-2,hsa-mir-92a-2,hsa-mir-532,hsa-mir-221,hsa-mir-520e,hsa-mir-106b,hsa-mir-500a,hsa-mir-509-2,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-421,hsa-mir-502,hsa-mir-455,hsa-mir-93,hsa-mir-217,hsa-mir-20a,hsa-mir-106a,hsa-mir-519a-1,hsa-mir-17,hsa-mir-130b,hsa-mir-509-1,hsa-mir-31,hsa-mir-140,hsa-mir-24-2,hsa-mir-223,hsa-mir-9-3,hsa-mir-505,hsa-mir-197,hsa-mir-142,hsa-mir-19a,hsa-mir-378c,hsa-mir-219b
Disease	Carcinoma, Hepatocellular	74	0.21828909	1.78755624	NaN	0.00e+0	0.00e+0	hsa-mir-186,hsa-mir-520b,hsa-mir-3664,hsa-mir-24-1,hsa-mir-522,hsa-mir-203a,hsa-mir-362,hsa-mir-9-1,hsa-mir-525,hsa-mir-18b,hsa-mir-224,hsa-mir-520g,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-129-1,hsa-mir-942,hsa-mir-146b,hsa-mir-130a,hsa-mir-885,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-138-1,hsa-mir-452,hsa-mir-155,hsa-mir-3117,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-129-2,hsa-mir-335,hsa-mir-222,hsa-mir-105-1,hsa-mir-378a,hsa-mir-18a,hsa-mir-92a-2,hsa-mir-150,hsa-mir-877,hsa-mir-33a,hsa-mir-501,hsa-mir-221,hsa-mir-105-2,hsa-mir-106b,hsa-mir-188,hsa-mir-509-2,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-138-2,hsa-mir-512-2,hsa-mir-455,hsa-mir-502,hsa-mir-511,hsa-mir-520a,hsa-mir-93,hsa-mir-590,hsa-mir-217,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-509-1,hsa-mir-570,hsa-mir-31,hsa-mir-216a,hsa-mir-140,hsa-mir-1269a,hsa-mir-1468,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-223,hsa-mir-505,hsa-mir-197,hsa-mir-142,hsa-mir-19a,hsa-mir-378c
Disease	Carcinoma, Lung. Non-Small-Cell	46	0.21004566	1.72005134	5.25e-5	0.0402	1.79e-3	hsa-mir-186,hsa-mir-24-1,hsa-mir-203a,hsa-mir-9-1,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-129-1,hsa-mir-130a,hsa-mir-196b,hsa-mir-137,hsa-mir-210,hsa-mir-138-1,hsa-mir-452,hsa-mir-155,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-129-2,hsa-mir-222,hsa-mir-378a,hsa-mir-18a,hsa-mir-92a-2,hsa-mir-150,hsa-mir-1304,hsa-mir-33a,hsa-mir-221,hsa-mir-520e,hsa-mir-301b,hsa-mir-500a,hsa-mir-509-2,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-138-2,hsa-mir-512-2,hsa-mir-502,hsa-mir-520a,hsa-mir-590,hsa-mir-17,hsa-mir-509-1,hsa-mir-570,hsa-mir-31,hsa-mir-140,hsa-mir-24-2,hsa-mir-223,hsa-mir-197,hsa-mir-142,hsa-mir-378c
Disease	Carcinoma, Nasopharyngeal	21	0.18421053	1.50848896	0.0306	1	0.2065	hsa-mir-24-1,hsa-mir-203a,hsa-mir-9-1,hsa-mir-18b,hsa-mir-203b,hsa-mir-130a,hsa-mir-9-2,hsa-mir-138-1,hsa-mir-155,hsa-mir-378a,hsa-mir-18a,hsa-mir-150,hsa-mir-146a,hsa-mir-138-2,hsa-mir-93,hsa-mir-31,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-223,hsa-mir-142,hsa-mir-378c
Disease	Carcinoma, Pancreatic	32	0.19277108	1.57859086	3.94e-3	1	0.0514	hsa-mir-24-1,hsa-mir-92a-1,hsa-mir-146b,hsa-mir-885,hsa-mir-196b,hsa-mir-210,hsa-mir-636,hsa-mir-138-1,hsa-mir-155,hsa-mir-135b,hsa-mir-335,hsa-mir-222,hsa-mir-18a,hsa-mir-4787,hsa-mir-92a-2,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-301b,hsa-mir-146a,hsa-mir-138-2,hsa-mir-93,hsa-mir-217,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-216a,hsa-mir-24-2,hsa-mir-223,hsa-mir-505,hsa-mir-19a
Disease	Carcinoma, Prostate	47	0.18287938	1.49758827	NaN	0.00e+0	0.00e+0	hsa-mir-24-1,hsa-mir-203a,hsa-mir-9-1,hsa-mir-224,hsa-mir-129-1,hsa-mir-500b,hsa-mir-146b,hsa-mir-130a,hsa-mir-9-2,hsa-mir-210,hsa-mir-3682,hsa-mir-138-1,hsa-mir-452,hsa-mir-155,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-129-2,hsa-mir-335,hsa-mir-222,hsa-mir-378a,hsa-mir-18a,hsa-mir-765,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-106b,hsa-mir-188,hsa-mir-301b,hsa-mir-500a,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-138-2,hsa-mir-512-2,hsa-mir-502,hsa-mir-455,hsa-mir-93,hsa-mir-590,hsa-mir-20a,hsa-mir-17,hsa-mir-130b,hsa-mir-31,hsa-mir-9-3,hsa-mir-24-2,hsa-mir-223,hsa-mir-197,hsa-mir-19a,hsa-mir-378c
Disease	Carcinoma, Rectal	14	0.29166667	2.38844086	1.15e-3	0.8773	0.0196	hsa-mir-135b,hsa-mir-203a,hsa-mir-221,hsa-mir-20a,hsa-mir-18b,hsa-mir-17,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-31,hsa-mir-146b,hsa-mir-18a,hsa-mir-92a-2,hsa-mir-155,hsa-mir-150
Disease	Colitis	9	0.75	6.14170507	8.19e-7	6.28e-4	6.93e-5	hsa-mir-18b,hsa-mir-146a,hsa-mir-138-1,hsa-mir-18a,hsa-mir-19a,hsa-mir-155,hsa-mir-138-2,hsa-mir-150,hsa-mir-31
Disease	Colitis, Ulcerative	8	0.30769231	2.51967387	9.54e-3	1	0.0997	hsa-mir-18b,hsa-mir-31,hsa-mir-335,hsa-mir-146a,hsa-mir-146b,hsa-mir-18a,hsa-mir-142,hsa-mir-155
Disease	Colon Neoplasms	23	0.2987013	2.44604704	1.86e-5	0.0143	8.06e-4	hsa-mir-584,hsa-mir-24-1,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-221,hsa-mir-20a,hsa-mir-106a,hsa-mir-106b,hsa-mir-17,hsa-mir-92a-1,hsa-mir-19b-2,hsa-mir-140,hsa-mir-146a,hsa-mir-24-2,hsa-mir-18a,hsa-mir-137,hsa-mir-223,hsa-mir-210,hsa-mir-518c,hsa-mir-142,hsa-mir-19a,hsa-mir-92a-2,hsa-mir-155
Disease	Coronary Heart Diseases	16	0.28571429	2.33969717	6.55e-4	0.5014	0.0129	hsa-mir-545,hsa-mir-765,hsa-mir-221,hsa-mir-526b,hsa-mir-106b,hsa-mir-224,hsa-mir-17,hsa-mir-92a-1,hsa-mir-31,hsa-mir-146a,hsa-mir-130a,hsa-mir-18a,hsa-mir-223,hsa-mir-197,hsa-mir-92a-2,hsa-mir-155
Disease	Crohn Disease	10	0.3030303	2.481497	4.34e-3	1	0.0554	hsa-mir-19b-1,hsa-mir-18b,hsa-mir-19b-2,hsa-mir-31,hsa-mir-146a,hsa-mir-18a,hsa-mir-196b,hsa-mir-142,hsa-mir-19a,hsa-mir-155
Disease	Diabetes Mellitus, Type 2	27	0.18367347	1.50409104	0.0155	1	0.1239	hsa-mir-24-1,hsa-mir-9-1,hsa-mir-92a-1,hsa-mir-146b,hsa-mir-9-2,hsa-mir-138-1,hsa-mir-155,hsa-mir-1915,hsa-mir-222,hsa-mir-18a,hsa-mir-92a-2,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-146a,hsa-mir-138-2,hsa-mir-455,hsa-mir-93,hsa-mir-590,hsa-mir-217,hsa-mir-4687,hsa-mir-766,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-223,hsa-mir-197,hsa-mir-142
Disease	Early-Stage Breast Carcinoma	5	0.29411765	2.40851179	0.0467	1	0.2741	hsa-mir-24-1,hsa-mir-24-2,hsa-mir-19a,hsa-mir-155,hsa-mir-18a
Disease	Gastrointestinal Neoplasms	29	0.35365854	2.89608857	2.04e-8	1.56e-5	3.63e-6	hsa-mir-150,hsa-mir-24-1,hsa-mir-9-1,hsa-mir-221,hsa-mir-106a,hsa-mir-18b,hsa-mir-20a,hsa-mir-106b,hsa-mir-17,hsa-mir-130b,hsa-mir-129-1,hsa-mir-31,hsa-mir-129-2,hsa-mir-335,hsa-mir-146a,hsa-mir-222,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-378a,hsa-mir-18a,hsa-mir-137,hsa-mir-223,hsa-mir-421,hsa-mir-9-2,hsa-mir-210,hsa-mir-19a,hsa-mir-93,hsa-mir-155,hsa-mir-378c
Disease	Glioblastoma	41	0.24260355	1.98666594	3.46e-6	2.65e-3	1.98e-4	hsa-mir-24-1,hsa-mir-522,hsa-mir-203a,hsa-mir-9-1,hsa-mir-577,hsa-mir-224,hsa-mir-203b,hsa-mir-129-1,hsa-mir-146b,hsa-mir-130a,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-452,hsa-mir-155,hsa-mir-19b-1,hsa-mir-873,hsa-mir-135b,hsa-mir-129-2,hsa-mir-222,hsa-mir-18a,hsa-mir-219a-2,hsa-mir-518b,hsa-mir-221,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-455,hsa-mir-93,hsa-mir-590,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-31,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-223,hsa-mir-197,hsa-mir-142,hsa-mir-19a,hsa-mir-219b
Disease	Glioma	46	0.22115385	1.8110156	1.24e-5	9.50e-3	5.96e-4	hsa-mir-584,hsa-mir-186,hsa-mir-203a,hsa-mir-9-1,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-146b,hsa-mir-767,hsa-mir-196b,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-138-1,hsa-mir-155,hsa-mir-19b-1,hsa-mir-873,hsa-mir-135b,hsa-mir-129-2,hsa-mir-335,hsa-mir-222,hsa-mir-105-1,hsa-mir-378a,hsa-mir-18a,hsa-mir-576,hsa-mir-219a-2,hsa-mir-92a-2,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-105-2,hsa-mir-106b,hsa-mir-19b-2,hsa-mir-138-2,hsa-mir-455,hsa-mir-93,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-31,hsa-mir-140,hsa-mir-9-3,hsa-mir-197,hsa-mir-142,hsa-mir-19a,hsa-mir-219b
Disease	Head And Neck Neoplasms	6	0.16666667	1.36482335	0.271	1	0.9333	hsa-mir-221,hsa-mir-130b,hsa-mir-18a,hsa-mir-455,hsa-mir-142,hsa-mir-155
Disease	Hepatitis B Virus Infection	12	0.17910448	1.46667584	0.1069	1	0.5352	hsa-mir-186,hsa-mir-520b,hsa-mir-24-1,hsa-mir-203a,hsa-mir-221,hsa-mir-106b,hsa-mir-31,hsa-mir-146a,hsa-mir-24-2,hsa-mir-130a,hsa-mir-18a,hsa-mir-155
Disease	Hepatoblastoma	10	0.38461538	3.14959234	5.42e-4	0.4149	0.0111	hsa-mir-221,hsa-mir-106b,hsa-mir-224,hsa-mir-17,hsa-mir-140,hsa-mir-222,hsa-mir-18a,hsa-mir-223,hsa-mir-210,hsa-mir-150
Disease	Inflammatory Bowel Diseases	8	0.25	2.04723502	0.0336	1	0.2256	hsa-mir-186,hsa-mir-18b,hsa-mir-129-1,hsa-mir-31,hsa-mir-129-2,hsa-mir-146a,hsa-mir-18a,hsa-mir-223
Disease	Leukemia	24	0.35820896	2.93335167	2.91e-7	2.23e-4	2.87e-5	hsa-mir-19b-1,hsa-mir-24-1,hsa-mir-9-1,hsa-mir-217,hsa-mir-20a,hsa-mir-17,hsa-mir-660,hsa-mir-92a-1,hsa-mir-548f-1,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-24-2,hsa-mir-378a,hsa-mir-138-2,hsa-mir-18a,hsa-mir-196b,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-138-1,hsa-mir-511,hsa-mir-19a,hsa-mir-92a-2,hsa-mir-155,hsa-mir-378c
Disease	Leukemia, B-Cell	10	0.71428571	5.84924292	3.91e-7	3.00e-4	3.48e-5	hsa-mir-20a,hsa-mir-19b-1,hsa-mir-17,hsa-mir-92a-1,hsa-mir-142,hsa-mir-18a,hsa-mir-19a,hsa-mir-92a-2,hsa-mir-155,hsa-mir-19b-2
Disease	Leukemia, Lymphoblastic, Acute	8	0.33333333	2.7296467	5.58e-3	1	0.0689	hsa-mir-221,hsa-mir-20a,hsa-mir-17,hsa-mir-222,hsa-mir-18a,hsa-mir-196b,hsa-mir-142,hsa-mir-150
Disease	Leukemia, Myeloid	9	0.5	4.09447005	9.28e-5	0.0711	2.66e-3	hsa-mir-150,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-17,hsa-mir-92a-1,hsa-mir-19a,hsa-mir-92a-2,hsa-mir-18a,hsa-mir-19b-2
Disease	Leukemia, Myeloid, Acute	33	0.27731092	2.27088255	1.54e-6	1.18e-3	1.19e-4	hsa-mir-186,hsa-mir-24-1,hsa-mir-203a,hsa-mir-9-1,hsa-mir-224,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-196b,hsa-mir-9-2,hsa-mir-210,hsa-mir-155,hsa-mir-19b-1,hsa-mir-519a-2,hsa-mir-335,hsa-mir-222,hsa-mir-378a,hsa-mir-18a,hsa-mir-92a-2,hsa-mir-150,hsa-mir-221,hsa-mir-188,hsa-mir-301b,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-20a,hsa-mir-519a-1,hsa-mir-17,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-223,hsa-mir-142,hsa-mir-19a,hsa-mir-378c
Disease	Liver Cirrhosis	18	0.31578947	2.58598108	7.09e-5	0.0543	2.17e-3	hsa-mir-33a,hsa-mir-203a,hsa-mir-221,hsa-mir-9-1,hsa-mir-106b,hsa-mir-17,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-146a,hsa-mir-222,hsa-mir-378a,hsa-mir-18a,hsa-mir-9-3,hsa-mir-219a-2,hsa-mir-9-2,hsa-mir-92a-2,hsa-mir-155,hsa-mir-219b
Disease	Lung Fibrosis	6	0.27272727	2.2333473	0.0428	1	0.2585	hsa-mir-19b-1,hsa-mir-221,hsa-mir-130b,hsa-mir-19b-2,hsa-mir-18a,hsa-mir-19a
Disease	Lung Neoplasms	26	0.23636364	1.93556766	4.21e-4	0.3228	9.02e-3	hsa-mir-186,hsa-mir-24-1,hsa-mir-203a,hsa-mir-9-1,hsa-mir-224,hsa-mir-203b,hsa-mir-146b,hsa-mir-9-2,hsa-mir-210,hsa-mir-155,hsa-mir-129-2,hsa-mir-18a,hsa-mir-219a-2,hsa-mir-150,hsa-mir-33a,hsa-mir-146a,hsa-mir-93,hsa-mir-20a,hsa-mir-106a,hsa-mir-31,hsa-mir-216a,hsa-mir-140,hsa-mir-24-2,hsa-mir-197,hsa-mir-142,hsa-mir-219b
Disease	Lymphoma	19	0.31666667	2.59316436	4.23e-5	0.0324	1.50e-3	hsa-mir-24-1,hsa-mir-19b-1,hsa-mir-203a,hsa-mir-20a,hsa-mir-18b,hsa-mir-224,hsa-mir-17,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-19b-2,hsa-mir-31,hsa-mir-146a,hsa-mir-24-2,hsa-mir-18a,hsa-mir-19a,hsa-mir-155,hsa-mir-520a,hsa-mir-92a-2,hsa-mir-150
Disease	Lymphoma, Large B-Cell, Diffuse	13	0.34210526	2.80147951	3.10e-4	0.2372	7.06e-3	hsa-mir-33a,hsa-mir-221,hsa-mir-224,hsa-mir-146a,hsa-mir-146b,hsa-mir-222,hsa-mir-138-2,hsa-mir-18a,hsa-mir-455,hsa-mir-138-1,hsa-mir-511,hsa-mir-155,hsa-mir-150
Disease	Lymphoma, T-Cell	14	0.53846154	4.40942928	2.78e-7	2.13e-4	2.90e-5	hsa-mir-19b-1,hsa-mir-20a,hsa-mir-17,hsa-mir-92a-1,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-146b,hsa-mir-18a,hsa-mir-223,hsa-mir-142,hsa-mir-511,hsa-mir-93,hsa-mir-92a-2,hsa-mir-155
Disease	Medulloblastoma	11	0.36666667	3.00261137	4.61e-4	0.3534	9.53e-3	hsa-mir-19b-1,hsa-mir-135b,hsa-mir-9-1,hsa-mir-106b,hsa-mir-17,hsa-mir-19b-2,hsa-mir-31,hsa-mir-18a,hsa-mir-9-3,hsa-mir-9-2,hsa-mir-19a
Disease	Multiple Myeloma	24	0.4	3.27557604	2.38e-8	1.82e-5	3.52e-6	hsa-mir-186,hsa-mir-24-1,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-561,hsa-mir-221,hsa-mir-9-1,hsa-mir-20a,hsa-mir-106b,hsa-mir-660,hsa-mir-17,hsa-mir-19b-2,hsa-mir-335,hsa-mir-146a,hsa-mir-24-2,hsa-mir-18a,hsa-mir-9-3,hsa-mir-137,hsa-mir-223,hsa-mir-9-2,hsa-mir-197,hsa-mir-4449,hsa-mir-155,hsa-mir-150
Disease	Myocardial Fibrosis	4	0.25	2.04723502	0.1211	1	0.5693	hsa-mir-203a,hsa-mir-203b,hsa-mir-378a,hsa-mir-18a
Disease	Neoplasms [unspecific]	45	0.21634615	1.77164569	2.91e-5	0.0223	1.18e-3	hsa-mir-24-1,hsa-mir-203a,hsa-mir-9-1,hsa-mir-224,hsa-mir-660,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-129-1,hsa-mir-146b,hsa-mir-130a,hsa-mir-885,hsa-mir-137,hsa-mir-9-2,hsa-mir-210,hsa-mir-138-1,hsa-mir-452,hsa-mir-155,hsa-mir-129-2,hsa-mir-335,hsa-mir-222,hsa-mir-18a,hsa-mir-92a-2,hsa-mir-150,hsa-mir-501,hsa-mir-532,hsa-mir-221,hsa-mir-106b,hsa-mir-188,hsa-mir-509-2,hsa-mir-146a,hsa-mir-138-2,hsa-mir-455,hsa-mir-511,hsa-mir-93,hsa-mir-590,hsa-mir-20a,hsa-mir-106a,hsa-mir-548b,hsa-mir-17,hsa-mir-509-1,hsa-mir-31,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-223,hsa-mir-142
Disease	Neuroblastoma	15	0.25423729	2.08193392	3.50e-3	1	0.0474	hsa-mir-19b-1,hsa-mir-203a,hsa-mir-362,hsa-mir-20a,hsa-mir-17,hsa-mir-203b,hsa-mir-92a-1,hsa-mir-19b-2,hsa-mir-335,hsa-mir-130a,hsa-mir-18a,hsa-mir-137,hsa-mir-421,hsa-mir-19a,hsa-mir-92a-2
Disease	Ovarian Neoplasms	23	0.21698113	1.77684549	3.15e-3	1	0.0431	hsa-mir-9-1,hsa-mir-224,hsa-mir-130a,hsa-mir-516a-2,hsa-mir-9-2,hsa-mir-155,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-335,hsa-mir-18a,hsa-mir-219a-2,hsa-mir-516a-1,hsa-mir-106b,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-93,hsa-mir-20a,hsa-mir-17,hsa-mir-31,hsa-mir-9-3,hsa-mir-223,hsa-mir-19a,hsa-mir-219b
Disease	Preeclampsia	24	0.32432432	2.65587246	2.37e-6	1.81e-3	1.62e-4	hsa-mir-135b,hsa-mir-203a,hsa-mir-106a,hsa-mir-18b,hsa-mir-106b,hsa-mir-188,hsa-mir-224,hsa-mir-17,hsa-mir-203b,hsa-mir-335,hsa-mir-222,hsa-mir-517b,hsa-mir-130a,hsa-mir-518e,hsa-mir-942,hsa-mir-885,hsa-mir-18a,hsa-mir-223,hsa-mir-210,hsa-mir-197,hsa-mir-517a,hsa-mir-142,hsa-mir-93,hsa-mir-155
Disease	Retinoblastoma	6	0.13333333	1.09185868	0.4766	1	1	hsa-mir-19b-1,hsa-mir-20a,hsa-mir-17,hsa-mir-19b-2,hsa-mir-31,hsa-mir-18a
Disease	Squamous Cell Carcinoma, Esophageal	34	0.23943662	1.96073213	3.71e-5	0.0284	1.40e-3	hsa-mir-186,hsa-mir-203a,hsa-mir-9-1,hsa-mir-526b,hsa-mir-577,hsa-mir-224,hsa-mir-203b,hsa-mir-129-1,hsa-mir-3651,hsa-mir-9-2,hsa-mir-155,hsa-mir-129-2,hsa-mir-335,hsa-mir-18a,hsa-mir-219a-2,hsa-mir-518c,hsa-mir-150,hsa-mir-518b,hsa-mir-106b,hsa-mir-146a,hsa-mir-518f,hsa-mir-942,hsa-mir-520a,hsa-mir-217,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-31,hsa-mir-518e,hsa-mir-9-3,hsa-mir-223,hsa-mir-19a,hsa-mir-219b
Disease	Toxic Epidermal Necrolysis	1	0.25	2.04723502	0.4063	1	1	hsa-mir-18a
Disease	Vascular Diseases [unspecific]	8	0.2962963	2.42635262	0.0122	1	0.1201	hsa-mir-20a,hsa-mir-106b,hsa-mir-17,hsa-mir-146a,hsa-mir-18a,hsa-mir-210,hsa-mir-19a,hsa-mir-155
Disease	Fatty Liver, Non-Alcoholic	6	0.4	3.27557604	5.97e-3	1	0.0712	hsa-mir-9-2,hsa-mir-17,hsa-mir-577,hsa-mir-9-3,hsa-mir-9-1,hsa-mir-155
Disease	Adenocarcinoma, Gastric	8	0.21052632	1.72398739	0.0826	1	0.4328	hsa-mir-203a,hsa-mir-20a,hsa-mir-106a,hsa-mir-17,hsa-mir-203b,hsa-mir-223,hsa-mir-455,hsa-mir-93
Disease	Alzheimer's Disease	27	0.27	2.21101382	2.65e-5	0.0203	1.10e-3	hsa-mir-186,hsa-mir-9-1,hsa-mir-937,hsa-mir-885,hsa-mir-137,hsa-mir-9-2,hsa-mir-138-1,hsa-mir-155,hsa-mir-222,hsa-mir-219a-2,hsa-mir-33a,hsa-mir-532,hsa-mir-106b,hsa-mir-188,hsa-mir-146a,hsa-mir-512-2,hsa-mir-138-2,hsa-mir-511,hsa-mir-93,hsa-mir-20a,hsa-mir-17,hsa-mir-766,hsa-mir-31,hsa-mir-9-3,hsa-mir-505,hsa-mir-142,hsa-mir-219b
Disease	Atherosclerosis	25	0.26315789	2.15498423	8.67e-5	0.0664	2.53e-3	hsa-mir-24-1,hsa-mir-9-1,hsa-mir-92a-1,hsa-mir-146b,hsa-mir-9-2,hsa-mir-210,hsa-mir-155,hsa-mir-19b-1,hsa-mir-135b,hsa-mir-222,hsa-mir-378a,hsa-mir-92a-2,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-17,hsa-mir-216a,hsa-mir-24-2,hsa-mir-9-3,hsa-mir-223,hsa-mir-142,hsa-mir-19a,hsa-mir-378c
Disease	Azoospermia	4	0.36363636	2.9777964	0.0356	1	0.2363	hsa-mir-188,hsa-mir-19b-1,hsa-mir-17,hsa-mir-19b-2
Disease	Carcinoma, Adenoid Cystic	5	0.71428571	5.84924292	4.44e-4	0.34	9.39e-3	hsa-mir-24-1,hsa-mir-17,hsa-mir-222,hsa-mir-24-2,hsa-mir-20a
Disease	Carcinoma, Lung	48	0.22535211	1.84539495	4.28e-6	3.28e-3	2.38e-4	hsa-mir-545,hsa-mir-522,hsa-mir-203a,hsa-mir-9-1,hsa-mir-526b,hsa-mir-224,hsa-mir-660,hsa-mir-92a-1,hsa-mir-203b,hsa-mir-129-1,hsa-mir-937,hsa-mir-137,hsa-mir-9-2,hsa-mir-517a,hsa-mir-138-1,hsa-mir-944,hsa-mir-155,hsa-mir-19b-1,hsa-mir-1226,hsa-mir-129-2,hsa-mir-335,hsa-mir-222,hsa-mir-378a,hsa-mir-92a-2,hsa-mir-3662,hsa-mir-150,hsa-mir-33a,hsa-mir-221,hsa-mir-520e,hsa-mir-301b,hsa-mir-19b-2,hsa-mir-146a,hsa-mir-138-2,hsa-mir-512-2,hsa-mir-93,hsa-mir-217,hsa-mir-106a,hsa-mir-17,hsa-mir-130b,hsa-mir-570,hsa-mir-31,hsa-mir-140,hsa-mir-9-3,hsa-mir-223,hsa-mir-197,hsa-mir-142,hsa-mir-19a,hsa-mir-378c
Disease	Carcinoma, Non-Functioning Pituitary	3	1	8.18894009	1.80e-3	1	0.0293	hsa-mir-17,hsa-mir-106b,hsa-mir-20a
